""	"QC1_001"	"HU_neg_017"	"HU_neg_018"	"HU_neg_020"	"HU_neg_021"	"HU_neg_027"	"HU_neg_028"	"HU_neg_032"	"HU_neg_034"	"QC1_002"	"HU_neg_037"	"HU_neg_041"	"HU_neg_043"	"HU_neg_044"	"HU_neg_047"	"HU_neg_048"	"QC1_003"	"HU_neg_049"	"HU_neg_050"	"HU_neg_051"	"HU_neg_052"	"HU_neg_055"	"HU_neg_060"	"HU_neg_061"	"QC1_004"	"HU_neg_064"	"HU_neg_065"	"HU_neg_066"	"HU_neg_068"	"HU_neg_072"	"HU_neg_077"	"HU_neg_078"	"QC1_005"	"HU_neg_079"	"HU_neg_083"	"HU_neg_086"	"HU_neg_088"	"HU_neg_089"	"HU_neg_090"	"HU_neg_091"	"HU_neg_093"	"HU_neg_094"	"QC1_006"	"HU_neg_099"	"HU_neg_100"	"HU_neg_101"	"HU_neg_105"	"HU_neg_107"	"HU_neg_108"	"HU_neg_109"	"HU_neg_110"	"QC1_007"	"HU_neg_116"	"HU_neg_118"	"HU_neg_123"	"HU_neg_125"	"HU_neg_126"	"HU_neg_127"	"QC1_008"	"HU_neg_130"	"HU_neg_131"	"HU_neg_132"	"HU_neg_133"	"HU_neg_134"	"HU_neg_138"	"QC1_009"	"HU_neg_144"	"HU_neg_148"	"HU_neg_149"	"HU_neg_150"	"QC1_010"	"HU_neg_152"	"HU_neg_154"	"HU_neg_156"	"HU_neg_157"	"HU_neg_158"	"HU_neg_163"	"HU_neg_170"	"HU_neg_171"	"QC1_011"	"HU_neg_172"	"HU_neg_173"	"HU_neg_174"	"HU_neg_175"	"HU_neg_179"	"HU_neg_180"	"HU_neg_181"	"HU_neg_182"	"QC1_012"	"HU_neg_184"	"HU_neg_185"	"HU_neg_186"	"HU_neg_189"	"HU_neg_192"	"HU_neg_196"	"QC1_013"	"HU_neg_200"	"HU_neg_201"	"HU_neg_202"	"HU_neg_204"	"HU_neg_207"	"HU_neg_208"	"HU_neg_209"	"QC1_014"	"QC1_001_b2"	"HU_neg_022_b2"	"HU_neg_076_b2"	"HU_neg_166_b2"	"HU_neg_114_b2"	"HU_neg_190_b2"	"HU_neg_139_b2"	"HU_neg_096_b2"	"HU_neg_058_b2"	"HU_neg_031_b2"	"QC1_002_b2"	"HU_neg_039_b2"	"HU_neg_087_b2"	"HU_neg_143_b2"	"HU_neg_162_b2"	"HU_neg_102_b2"	"HU_neg_188_b2"	"HU_neg_095_b2"	"HU_neg_062_b2"	"QC1_003_b2"	"HU_neg_063_b2"	"HU_neg_011_b2"	"HU_neg_074_b2"	"HU_neg_122_b2"	"HU_neg_142_b2"	"HU_neg_030_b2"	"HU_neg_187_b2"	"HU_neg_167_b2"	"HU_neg_113_b2"	"QC1_004_b2"	"HU_neg_081_b2"	"HU_neg_014_b2"	"HU_neg_206_b2"	"HU_neg_119_b2"	"HU_neg_033_b2"	"HU_neg_067_b2"	"HU_neg_140_b2"	"HU_neg_164_b2"	"HU_neg_193_b2"	"HU_neg_112_b2"	"QC1_005_b2"	"HU_neg_097_b2"	"HU_neg_056_b2"	"HU_neg_195_b2"	"HU_neg_135_b2"	"HU_neg_159_b2"	"HU_neg_070_b2"	"HU_neg_038_b2"	"HU_neg_026_b2"	"QC1_006_b2"	"HU_neg_098_b2"	"HU_neg_115_b2"	"HU_neg_137_b2"	"HU_neg_019_b2"	"HU_neg_073_b2"	"HU_neg_168_b2"	"HU_neg_191_b2"	"HU_neg_040_b2"	"HU_neg_046_b2"	"QC1_007_b2"	"HU_neg_103_b2"	"HU_neg_015_b2"	"HU_neg_053_b2"	"HU_neg_121_b2"	"HU_neg_183_b2"	"HU_neg_199_b2"	"HU_neg_042_b2"	"HU_neg_075_b2"	"QC1_008_b2"	"HU_neg_203_b2"	"HU_neg_024_b2"	"HU_neg_082_b2"	"HU_neg_169_b2"	"HU_neg_129_b2"	"HU_neg_057_b2"	"HU_neg_035_b2"	"HU_neg_194_b2"	"HU_neg_145_b2"	"QC1_009_b2"	"HU_neg_177_b2"	"HU_neg_025_b2"	"HU_neg_080_b2"	"HU_neg_117_b2"	"HU_neg_136_b2"	"HU_neg_197_b2"	"HU_neg_036_b2"	"HU_neg_054_b2"	"HU_neg_085_b2"	"QC1_010_b2"	"HU_neg_160_b2"	"HU_neg_092_b2"	"HU_neg_023_b2"	"HU_neg_124_b2"	"HU_neg_147_b2"	"HU_neg_205_b2"	"HU_neg_084_b2"	"HU_neg_120_b2"	"HU_neg_198_b2"	"QC1_011_b2"	"HU_neg_045_b2"	"HU_neg_029_b2"	"HU_neg_069_b2"	"HU_neg_155_b2"	"HU_neg_106_b2"	"HU_neg_146_b2"	"QC1_012_b2"
"Monoethyl phthalate"	416904	9520	98318	102868	27523	66858	348964	22343	54311	420812	506.5	80309	179427	49071	134763	40258	495388	214019	501380	506.5	54611	109933	89771	57078	504043	14906	108248	177565	515076	47030	213277	1537963	434332	17733	207794	983298	1630901	857499	41244	1462453	7483	24881	457919	23215	232182	49792	20333	20503	52657	506.5	198502	394524	60582	63546	310138	14858	42607	227569	397731	2175265	135223	1077246	52594	2389467	16046	358622	846434	317391	38648	91374	348538	37015	1150171	9886	231593	40525	7448497	2946806	163745	326437	1432927	27112	144441	18362	22234	57584	4006	160035	283807	2124729	98267	77052	75813	135709	2978573	215416	13641	55523	18909	72658	62094	31181	204101	181464	363718	238212	611408	31266	59183	61095	14164	607.5	20849	7024	335213	159283	160484	607.5	621525	201237	4824	143682	227481	348490	179899	263642	763309	300935	76163	5161	31455	215319	30299	331603	506860	19304	45878	704229	555467	1773440	1538909	1476666	1111630	177931	334512	162784	97662	137423	29084	306890	149573	5963	104831	294770	2119342	45254	19447	229546	119869	15090	8913	691366	114161	393970	12965	112510	20523	53598	87713	5231	5979	20872	243634	2317563	23779	6306	41791	153393	209189	403763	8230	96941	228240	1273279	48989	591243	135792	12609	965062	24553	56916	1972189	246003	55570	69335	503553	84848	32512	80480	299758	103157	28131	219389	232449	61782	30591	434172	63276	108181	157553
"N2-Acetylaminoadipic acid"	664189	114187	686612	169353	600711	183366	940808	217101	268962	584861	259720	136743	1246083	70886	272827	1074101	629315	1636584	847740	63334	327431	79921	1071163	312861	587404	54225	545989	1483062	1190749	879954	662137	828459	580521	264090	793768	698797	1092200	451082	874706	632795	75002	358787	580403	917362	1037651	211790	371012	699281	42486	86230	157296	525134	99760	197429	756601	405198	284375	562434	480102	587150	338544	818921	451959	343340	493511	494711	1047980	484104	896450	124967	448006	992844	274136	243617	311680	213790	715130	705661	98728	387197	238285	66467	464593	969948	1188777	438964	67843	259071	390227	342702	140338	69159	754596	603083	1108121	352546	271341	440849	495728	627668	193981	101888	537840	312058	1215221	1705277	485817	1252895	2410025	1941038	1739764	607.5	967672	1684512	1205710	825197	1454287	562142	2079069	2501923	523379	1212442	1612177	1312845	3100530	250322	3050791	2067989	5267099	1416148	242230	217100	1519152	1065685	2438448	899150	1986537	467285	1698880	873805	995706	729368	2180193	894884	1105834	1234291	397656	575815	1356497	687640	781659	109593	439488	1054545	1222086	2937414	1525754	684206	516260	552307	531412	1269030	1228557	983714	762300	436245	182301	190612	391834	1231435	1442917	1428094	967530	935033	496561	1126645	224761	871384	695433	699815	2890435	731777	858207	1615432	1263821	1180323	2210160	45185	1021020	545042	1082739	802425	831354	36838	1126365	366457	698722	801967	1179748	274197	915446	569060	817413	98196	785392	572562	209097	1012555	482017	693172
"N4-Acetylcytidine"	246119	152145	660701	204161	421158	154575	530797	211465	141042	306389	211105	198754	548242	33785	120413	617957	285525	472252	123316	44106	93608	49289	438365	267408	258751	70875	384951	691694	526907	268343	661228	403586	268176	311058	553920	727832	547690	478965	90257	166101	56938	304216	262131	413788	575842	209667	161174	149132	52432	98479	82088	237718	111184	101959	428016	141142	305362	446164	232055	64607	109636	347180	462050	58658	481025	231364	414662	132031	477523	32552	211162	604585	59345	307621	277268	153840	127943	135755	65492	178971	30872	29362	108630	291594	440844	28897	27830	52592	180002	118529	73872	26771	393331	321091	563529	150652	310955	303776	353955	431165	199312	77621	281229	136049	335820	38185	143437	676162	889040	971358	770773	607.5	562169	527857	325434	67565	105855	314576	269507	629427	234820	611221	994602	298716	993592	331307	819151	1125036	849481	625426	177300	607.5	971682	279127	865103	228315	742011	607.5	243990	153883	526853	432373	207985	520444	239544	92204	313549	365333	875425	358634	182934	607.5	607.5	267574	384247	561433	696678	300817	370111	253930	466799	467352	606943	230511	562880	105531	79947	167310	6958	548991	892786	533895	262636	384126	248580	147498	42961	345068	436829	647872	580617	656135	232975	553222	451099	657701	582331	31789	677913	70922	456759	510671	250065	607.5	105429	256463	448370	147630	545639	18099	360109	337324	189218	111580	295602	308203	4691	240444	310209	185756
"N-Acetyl-aspartic acid"	323425	131753	271380	124525	295282	130340	463870	321321	90428	286695	153732	257572	304926	93899	163172	337749	251549	311131	271171	70101	322858	149698	375743	202287	282372	78853	295086	348446	392257	278812	345180	228996	278739	211239	198232	691116	214388	202488	228870	192579	90517	219611	284267	267832	291754	149700	228939	213729	48427	97377	116860	227580	252454	147776	175375	216808	221923	213572	206992	187880	236694	162864	177892	307375	217436	172577	153159	252308	188323	77536	186294	360396	192298	108507	188343	85785	117108	141456	109355	158283	76930	55092	137252	203007	170751	130048	55525	56946	115655	79507	66490	33685	180306	269713	222046	99157	118663	145259	120904	173341	119274	60078	153195	92394	427724	275794	297876	657461	454355	453499	320645	2948	398887	361530	478463	441540	477827	357630	467254	485773	226842	485187	747139	426199	667505	269391	510618	539778	792428	594783	271420	246821	474493	368888	816092	266475	241416	520474	888629	515905	459826	302085	475355	320619	346346	294890	456264	409226	380644	409610	480749	85752	394395	390287	341140	307996	592540	317101	223877	117219	336294	410017	265898	317420	394861	276984	135599	126384	135679	338237	362112	294923	264701	277308	128309	236969	113674	133649	260489	452269	323078	241908	270175	307367	299946	372541	490113	161607	252743	322259	289260	356238	209787	250977	189789	107639	272599	228495	252460	137900	301024	277988	177589	77028	124076	224926	133643	116568	155782	154820
"N-Acetylisoleucine"	1311765	238082	832645	363098	1138157	265737	1166765	876277	654113	1241395	568519	418061	1616995	211084	423697	1021346	1203268	2005172	943963	204401	800261	367967	1452666	1226907	1184834	81702	2570514	1255544	1634749	1222183	866950	2044365	1164061	372499	1540917	2496677	770533	1006082	759568	1654334	341057	954870	1199513	789933	2223135	189911	512907	607810	175842	253582	676022	1080458	321802	178852	1572229	836539	1399416	951937	990019	1214888	725394	959077	1053931	959101	403441	956840	1716680	920657	962090	227627	880184	1160387	388718	261687	568919	818253	1506217	1072454	332652	753157	234727	480117	722689	1233726	1208746	516390	199520	221414	732185	639315	146663	182266	1751268	1346266	870491	668926	833323	849654	1175942	669741	350956	205274	1225851	550400	2146369	813650	1397836	1791039	2802274	2910624	4141715	607.5	2065460	3836982	2013532	1888618	2455460	991038	1118351	2734981	652562	2483118	2947549	2078880	1692486	1209320	2121002	2818703	2150790	1577113	316344	491742	2426826	1794854	3087201	963437	2379822	2185381	1592437	1524528	1416669	1151097	1558201	2821719	1832447	905050	1192889	1123876	3134857	755170	1289237	272493	1573556	1758860	2299881	1501085	2268171	2066264	4410435	1070824	1346007	2634238	1740833	1560127	933410	1607217	604746	437496	662811	848096	1700975	1683149	1349344	1473969	1050168	2371959	454547	2259301	1750430	2026122	2049937	1295867	1438786	1186098	701143	1029319	1212028	221385	1583104	846683	1670634	1717779	1126212	1078436	1472011	535513	1817833	1216154	1696337	715498	1030094	1513481	1129382	399708	1480839	916338	340488	451329	835507	695797
"N-Acetylleucine"	280927	60010	27691	101276	254778	70143	97439	299245	119523	351218	94983	79654	242337	80751	232068	506.5	429971	667453	371598	225913	225659	115014	506.5	251037	389229	5321	912575	124119	1634749	313914	506.5	914140	385612	52667	645933	506.5	246881	253030	810234	303854	82664	127867	386999	420719	506.5	70354	175121	178781	22912	68650	129672	373069	90391	67146	935186	170147	223284	488863	324259	499795	256236	146976	151523	272865	87215	279481	384764	868592	60873	152169	289050	707094	586694	41925	81101	287707	1305802	943779	90325	234183	84419	138805	402384	1348461	655574	693835	58522	116330	232472	140042	102544	52028	493367	231809	29421	203950	92337	130879	220198	87897	54783	56577	237289	153857	628428	146783	225085	879837	1089514	519376	828144	607.5	284711	1028797	655134	438525	1285898	186930	570400	234622	305106	243679	837348	614387	102496	79328	2023785	683427	1500048	355302	34805	132384	312706	628706	591088	457170	560421	86927	607.5	740435	156068	319052	689666	464080	544643	155443	483456	392549	585699	211875	373814	63678	739832	527881	890490	344661	1005035	509103	808385	835096	272327	689235	359562	556128	106061	500866	122967	88508	423559	207522	488734	445894	436231	274258	278781	236566	220453	1027837	233015	334970	754726	176912	387467	166441	493955	352876	289977	47393	410282	269523	658630	320968	343207	737456	410302	59383	265859	197416	349345	198660	171037	250661	315370	48930	281771	170571	163952	110000	204407	292236
"N-Acetyltryptophan"	142926	11522	114421	40884	120734	17626	169220	105591	140485	149890	47766	34380	336835	49029	68093	232494	161198	346379	40418	5451	164688	52813	289448	63280	129543	10507	411745	105637	436033	251760	177533	178430	150608	27366	224391	185513	123161	71271	66267	205064	67138	207679	157661	69109	219946	11751	89812	68716	15605	26997	100424	138408	304500	50179	187810	87897	190802	144661	120073	84794	86415	163805	56576	161854	41633	137884	151357	44865	203895	35653	102723	95727	22050	35758	100249	78512	127008	132511	61620	105006	144234	90971	87345	124739	109581	92071	20991	41441	103598	62875	38061	25672	253744	160244	145378	94713	82747	103619	91757	102828	54271	20664	77128	85292	175432	129591	135720	179441	450798	160662	242362	607.5	207986	181323	209130	282650	333038	91420	380139	223580	607.5	98235	222896	186155	507974	54845	189827	275350	153976	78176	5370	54788	68025	170736	87354	131220	176870	249246	290195	114149	91084	157503	85982	241767	167035	138020	72672	102338	114257	40665	189181	10770	89926	128447	137661	196801	153237	100272	258551	11323	59794	269566	130187	146469	160540	138144	88782	3400	115048	214755	89218	159212	142856	72996	38529	173922	63866	155292	145517	153302	229408	48761	129207	71628	43620	32368	135363	43641	83110	126428	35612	169792	96252	56012	146398	44448	104416	206400	75640	79674	358589	114323	100188	41560	88889	48511	16988	67372	95669	85866
"N-Acetyltryptophan isomer 3"	1108086	836037	105908	516590	2630399	985238	2396569	695135	667884	1141145	216345	1091910	1113174	273117	551482	1747283	1161544	397671	1824595	1064430	887185	235813	1450699	700033	1117160	379768	1567507	1322838	2271927	918210	1165746	1746882	1153090	549513	1664904	3065787	1324343	1724200	4716176	415389	380317	641246	1092565	2413501	206345	480188	512036	157253	90757	526560	632239	1132169	282232	302514	1908502	344748	1088038	1010536	1010619	401978	463810	2382554	1362505	527854	718265	903478	333065	878956	1032848	38791	839281	1783186	127224	288142	538654	646349	361142	910598	67049	819384	156938	457029	663473	1055585	1788780	311967	166356	233047	734649	689495	335222	32226	1983610	411358	1025921	674381	442094	988126	480974	489613	1621016	421437	686828	595442	1427887	918898	320132	3089785	978373	633018	1898492	607.5	325731	1491274	1324420	911036	595688	2514552	896934	824964	429458	1560644	3701164	1357700	2003915	2363049	2552505	1434317	1062788	1371740	474563	251949	2683294	1267838	1220570	351716	511324	1106952	1274986	358935	144549	269063	1109084	1712070	1173978	282380	3076253	2258533	1805571	1250645	2253690	240629	964511	1222896	1251900	156411	1406852	707056	248497	86607	348784	243779	379817	1089802	648685	1302631	232205	674037	323019	2740032	1628929	1390948	1049858	778657	1677508	601476	277747	16219	512333	4120442	490284	1183966	979587	859175	964518	1201132	1788472	229046	4241709	1155635	341586	2803823	778883	4669081	1602145	179172	1365346	908192	982281	629294	1470640	614198	762864	169782	313476	666285	405100	722021	307530	732501
"Nicotinuric acid isomer"	767335	304521	431073	253879	660285	205959	1056664	589430	253559	776225	441807	542928	908629	433134	581333	873150	830422	562697	835577	185875	673809	470026	901065	547379	815572	321048	729322	747895	925912	1241245	641623	1011797	835873	647092	1253819	869808	593365	524428	1077525	1153976	503803	876772	802064	707831	734889	337696	876068	893188	339282	165410	471100	790912	343030	593608	1143735	1007948	1036867	615622	707141	1034797	879832	879953	488624	900897	441620	686119	890841	563448	294244	396969	686222	785151	382913	505626	448129	492509	633123	532426	275305	601259	757074	398532	602709	601520	814598	630113	229681	502625	575589	445131	211397	289411	698950	1337600	357882	485800	509566	585114	474688	701071	305091	196563	597719	428907	1168875	982503	1054218	1327412	575976	653118	1251863	607.5	1128261	1040832	932499	601992	947928	689007	892511	464366	383621	968176	1312243	791619	799504	297861	1342093	939551	1407313	714196	425153	827536	907771	819308	481906	543719	1025006	420672	970696	610378	444171	581871	1238932	697833	725588	1114870	395532	794346	947979	421571	606324	231440	932993	704050	652793	756421	502196	816788	1057960	814095	850600	965791	406890	647547	560710	664485	176983	428790	730573	728663	781655	828248	748538	1224563	716973	1000975	501825	647079	703099	568187	1690522	645539	640515	548552	539623	885388	647310	211160	905918	720451	1083069	767544	643680	619571	737002	363595	479911	534328	685631	473612	716113	692876	617476	162995	508068	529995	375657	596984	522430	532056
"o-Hydroxyphenylacetic acid"	1503033	464311	3057689	281762	1055501	436878	1516553	442132	714402	923332	252752	478663	1754448	387980	364311	1900445	740741	2180362	1424552	152581	645749	162877	1091550	637020	597966	101492	1191716	1272790	919328	565770	806905	1082238	573526	199702	1223439	1725609	691577	399296	1235793	570895	261792	352369	443590	1350887	522959	1050840	260486	586856	209664	181956	311250	424202	99383	382428	773001	188757	508323	827735	327375	741495	766087	1028942	327905	621748	499903	287871	604128	690058	641631	571334	288901	349325	329660	306344	164080	805613	434639	365490	501134	365722	137618	350140	199022	165053	549460	257263	138433	292353	219770	235020	576413	560318	221050	335576	343726	236533	100824	378712	529165	298372	78279	415243	451552	173188	1653183	336731	1586628	623933	511108	2144040	3908910	2612	332173	3718606	750541	1839009	412482	296926	1397136	779507	803159	797478	2253026	673007	1246516	261712	636769	1252614	1872139	1123410	1211241	450421	2269400	674746	1202999	714934	923463	650730	1707553	1380296	447317	551744	1801836	1017392	629148	536723	260636	1240058	1100354	1471142	502127	379856	225008	655259	258475	247050	1387340	760882	360828	835191	1467559	1277554	693606	643990	406054	658403	308357	575599	3355208	3344141	1814947	3033916	2487138	3666036	2208895	3384287	1147554	1431141	1187374	1500354	3213137	456834	1177754	234995	3157451	4225889	2007199	743424	3797450	2860315	888468	2785386	2234912	1866417	1828194	1763480	1349066	1177795	1230768	1347281	387911	2497497	1540837	748978	2118929	448664	880734	2350718	2963789	2223983
"Oxoglutaric acid"	6567243	1044234	2969667	1223557	6986092	596459	18585785	3656953	821389	6593880	1674104	1723132	9925290	488281	4779261	7997658	6053896	8716724	2421152	1559910	3058960	3096002	9379993	6939499	5938617	1415121	7011505	12906549	23913557	4152014	3863244	3889988	5677205	3083376	5153339	6366162	7033646	4827097	5527532	4741768	1661104	4283723	5639870	6318717	8048282	1488898	6180385	2060827	452022	738944	5697953	5083734	4133459	3932830	2502968	1766456	2683473	4260807	4261163	2300652	748961	3875681	2895216	2930804	3652678	3807503	1747374	1036953	6219927	811295	3448764	6987631	1684607	1641986	2717763	2079026	3532135	5161351	1969601	3065522	2190704	734710	3503335	6574920	4602322	1599852	373510	1910641	2555646	2643100	853454	286117	4396766	4565658	7075273	2373109	1703504	3023181	1689098	1475255	1847669	1059386	3523549	1909712	9501430	677457	4376578	32265288	10349957	7407003	11085628	369578	8322147	5767769	8815097	893135	4894874	4754761	22801241	10171977	3275031	1379426	9186045	9563855	23218930	457458	19766857	3795717	8236695	5633928	745804	81445	6937233	9402928	26363350	2250500	18531103	5261812	6212477	4445575	3515332	10080088	16275380	3647887	8575743	4597352	6826457	6920585	8323683	2872766	7035752	3901	3205685	8161771	5473670	12365702	9582148	5074389	5278253	6794366	4482627	3676422	10218681	7559597	6717247	1209774	594625	189370	1189080	9061916	7076483	5778008	6172523	11032495	3057450	4875248	2667344	4121072	7807104	15171920	5674073	266842	5712647	4205850	4942607	19601860	2796145	2484114	1403229	2636250	7520508	3540476	4737596	8219944	1884544	2610478	1568541	7946607	2044631	141925	10012208	5242011	4512357	2220858	3640892	769083	84248	2923157	2679339	3489127
"p-Anisic acid"	2817193	41036	261968	352718	273449	28575	9283860	4020510	70626	2896005	22262	295223	1113888	5604	43898	5867410	3162420	185193	2340856	4236	371906	340605	14329288	1762863	3064507	212927	42012	2484084	2476721	19112	860506	291898	2786987	52233	255577	21294880	2706789	104863	271918	5733708	4633266	15748	2562670	1138577	876227	3975	122628	43394	190556	57967	892307	2258970	519380	2397240	118728	14274	332798	669264	2127030	581741	2177587	3083669	528844	1461436	64766	1943348	153387	1798834	378333	999084	1788976	910188	6352931	1209053	4216598	585790	7362948	33665647	4419417	1616415	1351335	280991	3826405	1009214	52909	567063	61060	40564	1325416	507923	1638627	688966	1048384	52230	7113608	1296172	14801	2639061	319439	36707	1581159	15779	7980415	964219	3951874	7370628	305105	3672597	288835	410788	384800	66641	77540	607.5	4140064	950309	2543407	2803087	367570	1833503	497944	344716	1514237	4200099	6065165	1348016	593194	647065	607.5	607.5	950773	5123257	2332860	3726471	14996434	4500386	1105540	416317	2252126	20697234	150105	8499549	2965834	803335	3478144	121858	59625	288346	303527	4824029	378550	478019	4434449	3361938	575071	178738	111398	1142241	2262486	541090	406282	138102	1644606	2880750	172636	449761	8766	3313334	2210672	980659	607.5	92981	2414553	297234	1760229	126911	17562646	607.5	1876505	3177295	3754807	607.5	2362465	607.5	1839242	10171553	129309	671350	5322435	2083142	1546649	26809244	2062201	10659039	607.5	93555	155940	607.5	607.5	848242	23940564	128764	1850944	670327	670519	103830	106104	541638	100128	1384794
"Pantothenic acid"	3156573	885079	3624309	1126193	3251995	1212165	5633621	1781159	1306263	2924488	2031294	943614	5038516	858195	1442167	4476447	3074358	367192	2324162	766690	2112964	2375786	3591975	868777	2956712	786647	2986933	4027062	4144821	1403180	4408707	3141422	2867756	1719076	2894394	2198928	4867512	1798625	2657760	1828427	1262976	1846576	2883735	3615402	2767378	714549	1978258	1322716	278445	691978	659222	2433800	1873146	1356258	3576171	1821698	2160256	2393169	2262664	1385669	1555974	2108059	4200977	2280373	2425468	2161801	2515481	1946305	2620061	583935	2019005	3947053	1850952	1359095	1625949	2930647	4402213	2538882	1680212	1976099	664724	727022	2482530	4298373	4201291	1387405	501618	946509	1523474	1922726	564019	448079	3754314	1581953	3611572	1497111	1365914	1590306	1142052	621264	1453059	626500	1976989	1332797	5207310	5000861	4260290	5010785	5617064	7707684	5821153	41736	4209295	1167107	5043799	2474470	4099332	4685389	6168059	3642819	3140084	4053013	3698801	4412084	9087214	5383955	6731758	5332804	2981005	4452590	10284943	1471764	4915952	4639929	18983958	3419508	1064982	5408091	7564638	5054243	1403182	5750807	5840943	2899717	4125222	1322770	983049	3297690	2725387	2231962	5476933	263503	3199564	4107699	3101419	4060073	6232875	2125535	1390412	3270130	3943098	4057380	3037099	3754778	2113616	3910511	529591	1775707	3675519	4398498	5873994	3711999	3319688	3044038	2630560	1811163	1144687	2322637	2730292	9035800	3981687	3800442	3339205	5260481	5887561	6189834	2594627	843320	7100259	1313729	2734055	4270202	2632234	1456830	2019827	1815775	2507123	1071231	2482068	1490157	5757986	1434635	2662976	1684766	1531505	2640611	1336563	4687048	2672436	2084524
